Tanggal Pemesanan,No. Transaksi,ID Produk,ID Kustomer,Nama Kustomer,Segmentasi,Kota,Provinsi,Negara,Kategori Produk,Sub Kategori Produk,Nama Produk, Harga Satuan,Kuantitas, Total Penjualan,Metode Pembayaran,Metode Pengiriman, Profit,,Question
10/22/2025,ELX604821,EP94341,CE3483,"Ir. Febi Mansur, M.Ak",Corporate,Depok,Jawa Barat,Indonesia,Peralatan Dapur,Air Fryer,Xiaomi Air Fryer, Rp 14.843.334 ,1, Rp 14.843.334 ,QRIS,Gojek, Rp 2.674.910 ,,
8/12/2023,ELX604822,EP90654,CE8048,KH. Karya Kuswandari,Corporate,Tanjung Redeb,Kalimantan Timur,Indonesia,Printer,Laser Printer,HP LaserJet Pro, Rp 22.580.648 ,3, Rp 67.741.944 ,Cash,AnterAja, Rp 12.248.631 ,,
9/11/2025,ELX604823,EP81231,CE8317,Yuni Prasetyo,Home Office,Bandung,Jawa Barat,Indonesia,Motor Listrik,EV Scooter,Motor Listrik Viar Q1, Rp 21.523.090 ,2, Rp 43.046.180 ,Debit,JNE, Rp 6.773.043 ,,
7/27/2023,ELX604824,EP56875,CE8237,Lalita Pratiwi,Home Office,Surabaya,Jawa Timur,Indonesia,Smartphone,Android Phone,Samsung Galaxy S21, Rp 19.438.989 ,3, Rp 58.316.967 ,QRIS,Grab, Rp 10.511.683 ,,
1/19/2025,ELX604825,EP31396,CE5323,R. Tomi Mulyani,Consumer,Gowa,Sulawesi Selatan,Indonesia,Motor Listrik,EV Scooter,Motor Listrik United T1800, Rp 12.297.972 ,2, Rp 24.595.944 ,Debit,AnterAja, Rp 2.720.695 ,,
2/16/2024,ELX604826,EP75103,CE5660,Darimin Yulianti,Corporate,Bogor,Jawa Barat,Indonesia,Motor Listrik,EV Scooter,Motor Listrik Gesits, Rp 21.678.982 ,2, Rp 43.357.964 ,Cash,AnterAja, Rp 6.848.759 ,,
8/26/2025,ELX604827,EP66234,CE2353,"Dt. Purwadi Kusumo, S.Farm",Home Office,Bogor,Jawa Barat,Indonesia,Motor Listrik,EV Scooter,Motor Listrik Viar Q1, Rp 11.119.531 ,1, Rp 11.119.531 ,Cash,Gojek, Rp 2.104.686 ,,
6/21/2024,ELX604828,EP63338,CE2496,"Martani Sihombing, S.Sos",Corporate,Makassar,Sulawesi Selatan,Indonesia,Aksesori,Mouse,Logitech MX Master 3, Rp 8.019.533 ,1, Rp 8.019.533 ,QRIS,POS Indonesia, Rp 1.151.957 ,,
3/20/2025,ELX604829,EP48932,CE4080,Halim Oktaviani,Home Office,Bekasi,Jawa Barat,Indonesia,Tablet,Android Tablet,Samsung Galaxy Tab S8, Rp 3.234.211 ,1, Rp 3.234.211 ,QRIS,AnterAja, Rp 539.014 ,,
5/13/2024,ELX604830,EP60033,CE9592,Tgk. Latif Hutapea,Home Office,Surabaya,Jawa Timur,Indonesia,Peralatan Rumah,Freezer,Polytron Chest Freezer, Rp 5.424.160 ,2, Rp 10.848.320 ,Cash,JNE, Rp 1.776.072 ,,
8/12/2023,ELX604831,EP26081,CE3036,"dr. Purwadi Yuniar, M.M.",Consumer,Mataram,NTB,Indonesia,Laptop,Notebook,Acer Aspire 5, Rp 17.422.964 ,3, Rp 52.268.892 ,Cash,Grab, Rp 10.053.777 ,,
5/2/2023,ELX604832,EP52324,CE5597,Ida Sitorus,Corporate,Semarang,Jawa Tengah,Indonesia,Penyimpanan,Hard Drive,WD My Passport 1TB, Rp 24.129.241 ,2, Rp 48.258.482 ,Cash,Ninja Xpress, Rp 6.755.455 ,,
9/8/2024,ELX604833,EP30783,CE8165,Erik Wacana,Consumer,Lombok Barat,NTB,Indonesia,Tablet,Android Tablet,Samsung Galaxy Tab S8, Rp 17.207.027 ,1, Rp 17.207.027 ,Cash,SiCepat, Rp 866.702 ,,
4/9/2024,ELX604834,EP75156,CE3404,"Nasim Marbun, S.Psi",Corporate,Blitar,Jawa Timur,Indonesia,Peralatan Dapur,Microwave,Panasonic Microwave, Rp 22.377.520 ,3, Rp 67.132.560 ,Cash,Gojek, Rp 6.927.470 ,,
2/8/2025,ELX604835,EP38470,CE2761,Natalia Kuswandari,Home Office,Makassar,Sulawesi Selatan,Indonesia,Peralatan Dapur,Microwave,Samsung Microwave Grill, Rp 7.524.706 ,3, Rp 22.574.118 ,Cash,Ninja Xpress, Rp 2.634.280 ,,
10/22/2025,ELX604836,EP37532,CE9980,"Ajimin Situmorang, S.Ked",Home Office,Yogyakarta,Yogyakarta,Indonesia,Penyimpanan,Hard Drive,WD My Passport 1TB, Rp 22.322.426 ,1, Rp 22.322.426 ,Debit,Ninja Xpress, Rp 2.774.589 ,,
1/19/2025,ELX604837,EP87925,CE7188,H. Langgeng Susanti,Corporate,Semarang,Jawa Tengah,Indonesia,Peralatan Rumah,Kulkas,Samsung Refrigerator 2-Door, Rp 14.911.721 ,2, Rp 29.823.442 ,Cash,Ninja Xpress, Rp 2.581.515 ,,
4/9/2024,ELX604838,EP88332,CE2764,Dr. Danu Pranowo,Home Office,Bogor,Jawa Barat,Indonesia,Laptop,Ultrabook,ASUS ZenBook, Rp 3.959.134 ,2, Rp 7.918.268 ,QRIS,Grab, Rp 623.810 ,,
7/6/2024,ELX604839,EP75064,CE7366,Cawuk Prakasa,Home Office,Tasikmalaya,Jawa Barat,Indonesia,Laptop,Gaming,MSI GF63, Rp 17.298.029 ,1, Rp 17.298.029 ,Cash,Gojek, Rp 1.739.910 ,,
12/23/2024,ELX604840,EP46148,CE2141,"Paiman Yulianti, S.Pt",Corporate,Kutai Barat,Kalimantan Timur,Indonesia,Motor Listrik,EV Scooter,Motor Listrik Smoot Tempur, Rp 19.597.493 ,2, Rp 39.194.986 ,QRIS,AnterAja, Rp 6.232.324 ,,
3/4/2024,ELX604841,EP74327,CE8968,Karja Yolanda,Home Office,Bandung,Jawa Barat,Indonesia,Headphone,Noise Cancelling,Sony WH-1000XM5, Rp 18.239.529 ,2, Rp 36.479.058 ,QRIS,AnterAja, Rp 4.958.079 ,,
6/10/2023,ELX604842,EP66203,CE9469,Hamima Nasyidah,Consumer,Bekasi,Jawa Barat,Indonesia,Headphone,Noise Cancelling,Sony WH-1000XM5, Rp 234.759 ,3, Rp 704.277 ,Debit,Ninja Xpress, Rp 118.377 ,,
2/21/2023,ELX604843,EP25916,CE7155,Yuliana Puspasari,Corporate,Bandung,Jawa Barat,Indonesia,Peralatan Rumah,AC,LG Air Conditioner, Rp 15.295.690 ,2, Rp 30.591.380 ,Cash,Gojek, Rp 2.443.535 ,,
5/13/2024,ELX604844,EP53123,CE4246,Fitriani Ardianto,Consumer,Surabaya,Jawa Timur,Indonesia,Peralatan Rumah,Freezer,Polytron Chest Freezer, Rp 19.128.493 ,2, Rp 38.256.986 ,QRIS,SiCepat, Rp 2.669.499 ,,
2/8/2025,ELX604845,EP81229,CE8321,Puspa Handayani,Home Office,Purwokerto,Jawa Tengah,Indonesia,Headphone,Noise Cancelling,Sony WH-1000XM5, Rp 8.725.723 ,2, Rp 17.451.446 ,Debit,SiCepat, Rp 3.376.649 ,,
4/24/2025,ELX604846,EP83150,CE7973,dr. Zahra Maryati,Corporate,Jakarta Barat,DKI Jakarta,Indonesia,Motor Listrik,EV Scooter,Motor Listrik Viar Q1, Rp 11.640.748 ,1, Rp 11.640.748 ,Debit,Grab, Rp 1.808.312 ,,
4/24/2025,ELX604847,EP69037,CE4433,"T. Caturangga Simbolon, S.I.Kom",Consumer,Probolinggo,Jawa Timur,Indonesia,Tablet,Apple Tablet,iPad Air 5, Rp 20.098.652 ,2, Rp 40.197.304 ,Cash,JNE, Rp 6.492.796 ,,
5/13/2024,ELX604848,EP76549,CE6680,KH. Darijan Zulaika,Consumer,Pematangsiantar,Sumatera Utara,Indonesia,Motor Listrik,EV Scooter,Motor Listrik United T1800, Rp 21.605.363 ,2, Rp 43.210.726 ,Debit,AnterAja, Rp 6.340.140 ,,
4/1/2023,ELX604849,EP56709,CE2562,"Dewi Situmorang, S.Pd",Corporate,Yogyakarta,Yogyakarta,Indonesia,Peralatan Rumah,Mesin Cuci,Sharp Washing Machine, Rp 19.092.085 ,3, Rp 57.276.255 ,QRIS,Ninja Xpress, Rp 8.191.861 ,,
5/24/2025,ELX604850,EP64070,CE4493,Dalima Anggriawan,Corporate,Bekasi,Jawa Barat,Indonesia,Laptop,Apple,MacBook Pro M2, Rp 9.785.236 ,2, Rp 19.570.472 ,Debit,Ninja Xpress, Rp 1.481.318 ,,
7/6/2024,ELX604851,EP69354,CE7425,Asman Nugroho,Home Office,Depok,Jawa Barat,Indonesia,Peralatan Rumah,AC,LG Air Conditioner, Rp 22.772.281 ,3, Rp 68.316.843 ,Cash,Ninja Xpress, Rp 8.428.781 ,,
12/23/2024,ELX604852,EP81533,CE3507,"Tgk. Gilang Hariyah, S.Psi",Home Office,Surabaya,Jawa Timur,Indonesia,Peralatan Rumah,Mesin Cuci,Sharp Washing Machine, Rp 6.291.699 ,2, Rp 12.583.398 ,Debit,Ninja Xpress, Rp 1.493.331 ,,
9/11/2025,ELX604853,EP89536,CE5010,Michelle Setiawan,Consumer,Jakarta Pusat,DKI Jakarta,Indonesia,Peralatan Rumah,AC,LG Air Conditioner, Rp 23.604.105 ,3, Rp 70.812.315 ,QRIS,AnterAja, Rp 5.876.107 ,,
12/3/2025,ELX604854,EP83805,CE1934,Tiara Permadi,Corporate,Malang,Jawa Timur,Indonesia,Motor Listrik,EV Scooter,Motor Listrik Gesits, Rp 9.382.346 ,3, Rp 28.147.038 ,Debit,SiCepat, Rp 2.833.690 ,,
12/24/2023,ELX604855,EP86776,CE1688,Lanjar Laksmiwati,Home Office,Jakarta Selatan,DKI Jakarta,Indonesia,Smartphone,iOS Phone,iPhone SE 2022, Rp 21.845.426 ,3, Rp 65.536.278 ,Debit,Ninja Xpress, Rp 9.087.632 ,,
9/11/2025,ELX604856,EP57854,CE6630,R. Cecep Mayasari,Corporate,Tenggarong,Kalimantan Timur,Indonesia,Penyimpanan,Hard Drive,WD My Passport 1TB, Rp 23.074.730 ,3, Rp 69.224.190 ,QRIS,JNE, Rp 9.325.884 ,,
1/19/2025,ELX604857,EP40062,CE2106,R. Ayu Siregar,Consumer,Bandung,Jawa Barat,Indonesia,Motor Listrik,EV Scooter,Motor Listrik Alva One, Rp 922.465 ,3, Rp 2.767.395 ,QRIS,JNE, Rp 497.489 ,,
8/22/2024,ELX604858,EP10104,CE2846,"Hasna Nuraini, M.M.",Home Office,Depok,Jawa Barat,Indonesia,Smartphone,Android Phone,Vivo V27, Rp 17.123.226 ,2, Rp 34.246.452 ,Cash,Gojek, Rp 3.173.738 ,,
12/3/2025,ELX604859,EP35164,CE7228,Maria Prasetyo,Home Office,Sangatta,Kalimantan Timur,Indonesia,Penyimpanan,Hard Drive,WD My Passport 1TB, Rp 17.798.589 ,2, Rp 35.597.178 ,Cash,Grab, Rp 3.735.423 ,,
12/24/2023,ELX604860,EP49439,CE4618,Dadap Prasetyo,Home Office,Jakarta Pusat,DKI Jakarta,Indonesia,Printer,Ink Tank,Canon PIXMA G2020, Rp 8.896.108 ,1, Rp 8.896.108 ,Cash,Gojek, Rp 1.149.900 ,,
9/22/2023,ELX604861,EP44948,CE5333,Ida Riyanti,Consumer,Yogyakarta,Yogyakarta,Indonesia,Smartphone,iOS Phone,iPhone SE 2022, Rp 8.746.956 ,3, Rp 26.240.868 ,QRIS,POS Indonesia, Rp 2.583.449 ,,
12/23/2024,ELX604862,EP72580,CE6539,Hana Iswahyudi,Corporate,Surabaya,Jawa Timur,Indonesia,Peralatan Rumah,AC,LG Air Conditioner, Rp 11.181.198 ,3, Rp 33.543.594 ,Cash,Ninja Xpress, Rp 3.214.182 ,,
11/11/2024,ELX604863,EP21728,CE5706,"Karsa Pratiwi, M.Farm",Consumer,Jakarta Barat,DKI Jakarta,Indonesia,Motor Listrik,EV Scooter,Motor Listrik United T1800, Rp 17.032.376 ,2, Rp 34.064.752 ,Cash,SiCepat, Rp 4.789.334 ,,
9/8/2024,ELX604864,EP51485,CE7545,"Najib Prakasa, S.Farm",Consumer,Depok,Jawa Barat,Indonesia,Speaker,Soundbar,Samsung Soundbar HW-T450, Rp 18.695.447 ,1, Rp 18.695.447 ,Debit,Grab, Rp 3.657.711 ,,
1/19/2025,ELX604865,EP39353,CE2961,"Padmi Mandasari, S.I.Kom",Home Office,Kutai Barat,Kalimantan Timur,Indonesia,Smart Home,Robot Vacuum,Ecovacs Deebot, Rp 3.432.552 ,3, Rp 10.297.656 ,Cash,AnterAja, Rp 671.413 ,,
4/1/2023,ELX604866,EP49895,CE4000,Vera Waluyo,Home Office,Bima,NTB,Indonesia,Printer,Laser Printer,HP LaserJet Pro, Rp 11.197.764 ,3, Rp 33.593.292 ,QRIS,SiCepat, Rp 3.243.768 ,,
5/24/2025,ELX604867,EP21388,CE1919,"Endah Hariyah, M.Ak",Home Office,Semarang,Jawa Tengah,Indonesia,Peralatan Dapur,Blender,Philips Blender HR2221, Rp 4.770.612 ,1, Rp 4.770.612 ,Debit,J&T, Rp 500.988 ,,
1/15/2024,ELX604868,EP29048,CE9711,"dr. Ibrani Nasyidah, S.Ked",Home Office,Jakarta Selatan,DKI Jakarta,Indonesia,Motor Listrik,EV Scooter,Motor Listrik Gesits, Rp 10.975.204 ,2, Rp 21.950.408 ,Cash,JNE, Rp 1.973.371 ,,
1/19/2025,ELX604869,EP94262,CE2080,Suci Kurniawan,Consumer,Bekasi,Jawa Barat,Indonesia,Tablet,Apple Tablet,iPad Air 5, Rp 9.208.474 ,2, Rp 18.416.948 ,Cash,Grab, Rp 3.217.435 ,,
2/16/2024,ELX604870,EP74052,CE1072,R.A. Irma Farida,Corporate,Sleman,Yogyakarta,Indonesia,Speaker,Soundbar,Samsung Soundbar HW-T450, Rp 14.959.252 ,2, Rp 29.918.504 ,Cash,POS Indonesia, Rp 4.335.753 ,,
6/18/2025,ELX604871,EP32723,CE7342,Mahesa Sitompul,Consumer,Jakarta Selatan,DKI Jakarta,Indonesia,Laptop,Notebook,Acer Aspire 5, Rp 14.802.753 ,2, Rp 29.605.506 ,Cash,POS Indonesia, Rp 1.877.307 ,,
6/18/2025,ELX604872,EP90495,CE7551,Edi Anggraini,Corporate,Jakarta Pusat,DKI Jakarta,Indonesia,Aksesori,Keyboard Gaming,Razer BlackWidow, Rp 18.533.494 ,1, Rp 18.533.494 ,Debit,Grab, Rp 1.252.197 ,,
11/21/2023,ELX604873,EP27829,CE4839,"R.A. Siti Suryatmi, S.T.",Home Office,Semarang,Jawa Tengah,Indonesia,Motor Listrik,EV Scooter,Motor Listrik United T1800, Rp 9.266.056 ,3, Rp 27.798.168 ,Cash,Grab, Rp 1.628.298 ,,
12/3/2025,ELX604874,EP26877,CE1111,"Bakiadi Laksmiwati, M.TI.",Home Office,Bogor,Jawa Barat,Indonesia,Laptop,Ultrabook,ASUS ZenBook, Rp 19.409.971 ,2, Rp 38.819.942 ,Cash,Grab, Rp 4.671.561 ,,
5/24/2025,ELX604875,EP51636,CE9350,"Panca Iswahyudi, M.Kom.",Corporate,Jakarta Selatan,DKI Jakarta,Indonesia,Penyimpanan,Hard Drive,WD My Passport 1TB, Rp 19.658.423 ,1, Rp 19.658.423 ,Cash,Gojek, Rp 2.418.000 ,,
3/20/2025,ELX604876,EP47693,CE2013,Asmadi Sitompul,Consumer,Depok,Jawa Barat,Indonesia,Motor Listrik,EV Scooter,Motor Listrik Smoot Tempur, Rp 3.895.835 ,1, Rp 3.895.835 ,QRIS,JNE, Rp 697.957 ,,
10/22/2025,ELX604877,EP77363,CE2758,"R. Wardaya Santoso, M.M.",Consumer,Semarang,Jawa Tengah,Indonesia,Peralatan Rumah,Freezer,Polytron Chest Freezer, Rp 23.371.926 ,3, Rp 70.115.778 ,QRIS,POS Indonesia, Rp 6.480.615 ,,
2/16/2024,ELX604878,EP77127,CE9627,Padmi Wasita,Home Office,Bangli,Bali,Indonesia,Smart Home,Air Purifier,Xiaomi Mi Air Purifier, Rp 6.130.542 ,3, Rp 18.391.626 ,Cash,POS Indonesia, Rp 3.381.283 ,,
11/20/2025,ELX604879,EP12896,CE8762,Kezia Sudiati,Home Office,Bantaeng,Sulawesi Selatan,Indonesia,Smartphone,iOS Phone,iPhone SE 2022, Rp 21.292.644 ,1, Rp 21.292.644 ,QRIS,JNE, Rp 3.390.721 ,,
8/12/2023,ELX604880,EP95859,CE7077,Zelaya Marbun,Corporate,Surabaya,Jawa Timur,Indonesia,Headphone,Noise Cancelling,Sony WH-1000XM5, Rp 17.367.709 ,1, Rp 17.367.709 ,Debit,Grab, Rp 2.571.463 ,,
5/13/2024,ELX604881,EP43148,CE8045,"Adiarja Tampubolon, S.Farm",Home Office,Makassar,Sulawesi Selatan,Indonesia,Laptop,Notebook,Acer Aspire 5, Rp 24.165.490 ,3, Rp 72.496.470 ,QRIS,POS Indonesia, Rp 11.098.250 ,,
5/13/2024,ELX604882,EP43423,CE7146,"Dr. Tirta Nugroho, M.Ak",Consumer,Bima,NTB,Indonesia,Peralatan Dapur,Microwave,Panasonic Microwave, Rp 18.278.329 ,1, Rp 18.278.329 ,Cash,AnterAja, Rp 2.947.079 ,,
8/12/2023,ELX604883,EP28726,CE7146,Violet Haryanto,Corporate,Samarinda,Kalimantan Timur,Indonesia,Motor Listrik,EV Scooter,Motor Listrik Alva One, Rp 15.764.588 ,3, Rp 47.293.764 ,Cash,AnterAja, Rp 8.689.627 ,,
9/11/2025,ELX604884,EP18586,CE7727,"Bahuwarna Nasyiah, S.Kom",Consumer,Yogyakarta,Yogyakarta,Indonesia,Smartphone,iOS Phone,iPhone SE 2022, Rp 9.789.977 ,3, Rp 29.369.931 ,QRIS,JNE, Rp 5.130.330 ,,
10/20/2024,ELX604885,EP95394,CE6807,Titin Hasanah,Consumer,Surabaya,Jawa Timur,Indonesia,Speaker,Soundbar,Samsung Soundbar HW-T450, Rp 17.874.326 ,1, Rp 17.874.326 ,Debit,POS Indonesia, Rp 3.373.071 ,,
9/8/2024,ELX604886,EP85581,CE7349,Kani Mansur,Corporate,Deli Serdang,Sumatera Utara,Indonesia,Monitor,Gaming,ASUS TUF Gaming Monitor, Rp 9.957.878 ,2, Rp 19.915.756 ,Debit,AnterAja, Rp 3.572.197 ,,
8/12/2023,ELX604887,EP38874,CE3604,"Titi Hidayat, S.I.Kom",Home Office,Surabaya,Jawa Timur,Indonesia,Peralatan Rumah,Vacuum Cleaner,Dyson V11 Vacuum, Rp 14.835.395 ,1, Rp 14.835.395 ,QRIS,SiCepat, Rp 2.448.273 ,,
8/12/2023,ELX604888,EP78333,CE1112,Faizah Hartati,Home Office,Surabaya,Jawa Timur,Indonesia,Headphone,Noise Cancelling,Sony WH-1000XM5, Rp 2.179.252 ,1, Rp 2.179.252 ,Cash,JNE, Rp 267.885 ,,
1/19/2025,ELX604889,EP89165,CE7008,"R. Legawa Wijaya, S.E.",Consumer,Klaten,Jawa Tengah,Indonesia,Televisi,Smart TV,"Smart TV LG 55""", Rp 2.908.599 ,1, Rp 2.908.599 ,QRIS,Gojek, Rp 570.905 ,,
1/19/2025,ELX604890,EP44881,CE7163,Zulaikha Permata,Consumer,Bogor,Jawa Barat,Indonesia,Tablet,Apple Tablet,iPad Air 5, Rp 10.135.716 ,1, Rp 10.135.716 ,QRIS,SiCepat, Rp 1.532.623 ,,
3/20/2025,ELX604891,EP88002,CE4921,"Carla Maheswara, S.Pt",Home Office,Makassar,Sulawesi Selatan,Indonesia,Aksesori,Webcam,Logitech Brio Webcam, Rp 10.529.322 ,1, Rp 10.529.322 ,Debit,POS Indonesia, Rp 2.004.076 ,,
9/8/2024,ELX604892,EP87561,CE2976,H. Dacin Prasasta,Home Office,Sumbawa,NTB,Indonesia,Laptop,Convertible,HP Pavilion x360, Rp 2.810.228 ,3, Rp 8.430.684 ,QRIS,AnterAja, Rp 1.444.721 ,,
1/21/2023,ELX604893,EP96832,CE3011,Mahfud Dabukke,Home Office,Medan,Sumatera Utara,Indonesia,Speaker,Soundbar,Samsung Soundbar HW-T450, Rp 4.466.809 ,2, Rp 8.933.618 ,Debit,POS Indonesia, Rp 586.059 ,,
2/8/2025,ELX604894,EP10638,CE8079,Nilam Aryani,Corporate,Jakarta Pusat,DKI Jakarta,Indonesia,Motor Listrik,EV Scooter,Motor Listrik Smoot Tempur, Rp 2.922.267 ,1, Rp 2.922.267 ,QRIS,JNE, Rp 547.744 ,,
8/22/2024,ELX604895,EP38666,CE7677,Hasta Purwanti,Consumer,Solo,Jawa Tengah,Indonesia,Monitor,Gaming,ASUS TUF Gaming Monitor, Rp 13.418.284 ,2, Rp 26.836.568 ,Cash,AnterAja, Rp 1.733.040 ,,
4/9/2024,ELX604896,EP59419,CE7860,Gamanto Mardhiyah,Consumer,Sukabumi,Jawa Barat,Indonesia,Tablet,Android Tablet,Samsung Galaxy Tab S8, Rp 20.561.941 ,2, Rp 41.123.882 ,Debit,POS Indonesia, Rp 3.458.757 ,,
5/13/2024,ELX604897,EP39039,CE4765,Dr. Kasiyah Pratiwi,Home Office,Jakarta Pusat,DKI Jakarta,Indonesia,Laptop,Ultrabook,ASUS ZenBook, Rp 14.365.295 ,2, Rp 28.730.590 ,QRIS,AnterAja, Rp 1.600.055 ,,
1/19/2025,ELX604898,EP61309,CE8604,Mahfud Winarsih,Consumer,Makassar,Sulawesi Selatan,Indonesia,Laptop,Gaming,Lenovo Legion 5, Rp 16.108.570 ,2, Rp 32.217.140 ,Cash,SiCepat, Rp 2.035.535 ,,
5/13/2024,ELX604899,EP21003,CE2054,Kurnia Maheswara,Consumer,Jakarta Barat,DKI Jakarta,Indonesia,Motor Listrik,EV Scooter,Motor Listrik Alva One, Rp 20.664.257 ,3, Rp 61.992.771 ,Cash,Grab, Rp 7.518.768 ,,
11/11/2024,ELX604900,EP62922,CE3182,Samiah Wacana,Consumer,Tanjung Balai,Sumatera Utara,Indonesia,Peralatan Rumah,AC,LG Air Conditioner, Rp 17.340.435 ,3, Rp 52.021.305 ,Debit,Gojek, Rp 3.183.235 ,,
10/13/2023,ELX604901,EP34288,CE9054,drg. Intan Wijayanti,Home Office,Yogyakarta,Yogyakarta,Indonesia,Aksesori,Webcam,Logitech Brio Webcam, Rp 1.054.290 ,1, Rp 1.054.290 ,Cash,JNE, Rp 110.997 ,,
10/22/2025,ELX604902,EP74300,CE9871,Raditya Lailasari,Home Office,Jakarta Pusat,DKI Jakarta,Indonesia,Speaker,Soundbar,Samsung Soundbar HW-T450, Rp 3.991.768 ,2, Rp 7.983.536 ,Debit,Grab, Rp 1.083.493 ,,
4/24/2025,ELX604903,EP60274,CE4826,Puti Azalea Gunarto,Corporate,Bekasi,Jawa Barat,Indonesia,Networking,Router,Tenda Nova MW3, Rp 8.261.169 ,3, Rp 24.783.507 ,Cash,POS Indonesia, Rp 4.791.371 ,,
6/18/2025,ELX604904,EP78828,CE4118,Ghaliyati Rahmawati,Consumer,Medan,Sumatera Utara,Indonesia,Motor Listrik,EV Scooter,Motor Listrik United T1800, Rp 23.958.289 ,3, Rp 71.874.867 ,Cash,POS Indonesia, Rp 6.181.541 ,,
9/22/2023,ELX604905,EP55994,CE3722,Tania Wijaya,Home Office,Jakarta Selatan,DKI Jakarta,Indonesia,Motor Listrik,EV Scooter,Motor Listrik United T1800, Rp 15.086.400 ,2, Rp 30.172.800 ,Debit,AnterAja, Rp 4.948.433 ,,
11/20/2025,ELX604906,EP33983,CE6793,R.A. Vivi Wibisono,Home Office,Surabaya,Jawa Timur,Indonesia,Motor Listrik,EV Scooter,Motor Listrik Alva One, Rp 4.507.728 ,2, Rp 9.015.456 ,QRIS,Ninja Xpress, Rp 785.234 ,,
7/27/2023,ELX604907,EP51666,CE3865,"Widya Kuswoyo, S.E.",Corporate,Bandung,Jawa Barat,Indonesia,Kamera,Mirrorless,Sony Alpha a6400, Rp 15.765.898 ,1, Rp 15.765.898 ,Debit,J&T, Rp 1.699.826 ,,
2/16/2024,ELX604908,EP24505,CE3626,Farah Uwais,Home Office,Gunung Sitoli,Sumatera Utara,Indonesia,Smart Home,Robot Vacuum,Ecovacs Deebot, Rp 22.285.476 ,3, Rp 66.856.428 ,Cash,POS Indonesia, Rp 5.411.088 ,,
12/23/2024,ELX604909,EP99350,CE8247,"Sabri Zulkarnain, S.Kom",Corporate,Bogor,Jawa Barat,Indonesia,Smartphone,Android Phone,Samsung Galaxy S21, Rp 16.708.540 ,2, Rp 33.417.080 ,QRIS,JNE, Rp 3.839.568 ,,
1/19/2025,ELX604910,EP44063,CE8399,Yahya Mansur,Corporate,Bogor,Jawa Barat,Indonesia,Laptop,Gaming,ASUS ROG Strix, Rp 8.499.531 ,1, Rp 8.499.531 ,Cash,JNE, Rp 779.946 ,,
2/16/2024,ELX604911,EP91405,CE4631,"Vanya Usada, M.TI.",Corporate,Jakarta Pusat,DKI Jakarta,Indonesia,Peralatan Rumah,Freezer,Polytron Chest Freezer, Rp 2.969.120 ,2, Rp 5.938.240 ,Cash,Grab, Rp 633.470 ,,
6/10/2023,ELX604912,EP86998,CE9548,"Cengkir Purwanti, S.Ked",Consumer,Jakarta Selatan,DKI Jakarta,Indonesia,Televisi,Smart TV,"Smart TV LG 55""", Rp 4.189.941 ,3, Rp 12.569.823 ,Cash,AnterAja, Rp 1.405.106 ,,
10/20/2024,ELX604913,EP37383,CE4268,Ina Riyanti,Home Office,Makassar,Sulawesi Selatan,Indonesia,Printer,Laser Printer,HP LaserJet Pro, Rp 11.981.400 ,3, Rp 35.944.200 ,Cash,AnterAja, Rp 5.193.905 ,,
1/15/2024,ELX604914,EP84051,CE2518,Paiman Utami,Consumer,Tanjung Selor,Kalimantan Timur,Indonesia,Peralatan Rumah,AC,LG Air Conditioner, Rp 12.666.354 ,3, Rp 37.999.062 ,QRIS,POS Indonesia, Rp 5.536.754 ,,
7/27/2023,ELX604915,EP34601,CE5841,"drg. Amalia Hutapea, S.Farm",Corporate,Buleleng,Bali,Indonesia,Smartphone,Android Phone,Oppo A96, Rp 8.413.900 ,3, Rp 25.241.700 ,QRIS,SiCepat, Rp 3.136.659 ,,
8/26/2025,ELX604916,EP46075,CE3257,Warji Safitri,Consumer,Jakarta Selatan,DKI Jakarta,Indonesia,Motor Listrik,EV Scooter,Motor Listrik United T1800, Rp 3.940.801 ,2, Rp 7.881.602 ,Debit,SiCepat, Rp 1.283.127 ,,
9/8/2024,ELX604917,EP81775,CE2017,"Pia Padmasari, S.H.",Consumer,Bandung,Jawa Barat,Indonesia,Laptop,Gaming,ASUS ROG Strix, Rp 6.721.326 ,2, Rp 13.442.652 ,QRIS,Grab, Rp 2.387.903 ,,
10/20/2024,ELX604918,EP27954,CE2566,Karimah Hardiansyah,Consumer,Yogyakarta,Yogyakarta,Indonesia,Printer,Laser Printer,HP LaserJet Pro, Rp 21.388.456 ,1, Rp 21.388.456 ,QRIS,JNE, Rp 3.317.531 ,,
9/8/2024,ELX604919,EP77080,CE4959,Dt. Wisnu Nuraini,Consumer,Klaten,Jawa Tengah,Indonesia,Smartphone,Android Phone,Oppo A96, Rp 8.978.275 ,3, Rp 26.934.825 ,Debit,Grab, Rp 3.887.134 ,,
1/19/2025,ELX604920,EP43641,CE7973,Cemani Usada,Consumer,Sibolga,Sumatera Utara,Indonesia,Laptop,Gaming,ASUS ROG Strix, Rp 18.651.878 ,1, Rp 18.651.878 ,QRIS,J&T, Rp 2.394.197 ,,
5/2/2023,ELX604921,EP95856,CE4058,Yuni Lailasari,Consumer,Bogor,Jawa Barat,Indonesia,Peralatan Rumah,Kulkas,Samsung Refrigerator 2-Door, Rp 12.720.639 ,1, Rp 12.720.639 ,QRIS,AnterAja, Rp 1.184.308 ,,
